"E8033100","E8043100","E8043500","R0000100","R0070700","R0343700","R0344200","R0344900","R0360300","R0360400","R0360500","R0365900","R0366000","R0536300","R0536401","R0536402","R0648900","R1204500","R1235800","R1482600"
0,0,0,1603,1,-4,-4,-4,0,-2,0,0,-4,2,7,1980,-4,-4,1,2
0,0,0,1604,1,-4,-4,-4,0,0,0,0,-4,2,1,1980,-4,-4,1,4
0,0,0,1605,2,-4,-4,-4,0,0,0,0,-4,2,12,1982,-4,-4,1,4
0,0,0,1606,3,-4,-4,-4,1,0,0,0,-4,2,3,1982,0,1500,1,2
0,0,0,1607,1,1,0,6,0,0,0,0,-4,1,3,1983,0,3000,1,2
3,0,0,1608,3,-4,-4,-4,1,1,0,1,2,2,11,1980,-4,-4,1,4
3,0,0,1609,1,1,0,7,1,0,0,0,-4,1,3,1983,-4,-4,1,4
0,0,0,1610,2,-4,-4,-4,0,0,0,0,-4,2,7,1982,0,-3,1,4
0,0,0,1611,1,-4,-4,-4,0,1,0,0,-4,2,7,1982,0,-3,1,4
1,0,0,1612,1,-4,-4,-4,0,0,0,0,-4,2,7,1982,0,-3,1,4
0,0,0,1613,1,1,0,4,0,0,0,0,-4,1,4,1983,-4,-4,1,4
0,0,0,1614,1,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,246474,1,4
0,0,0,1615,-2,1,1,1,0,0,0,0,-4,1,3,1983,0,-3,1,2
1,0,0,1616,4,-4,-4,-4,1,1,0,1,1,2,3,1982,0,80000,1,4
1,0,0,1617,1,3,2,1,1,1,0,0,-4,1,10,1983,0,93000,1,4
0,0,0,1618,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,39500,1,4
5,0,0,1619,1,-4,-4,-4,1,0,0,0,-4,1,5,1981,0,-3,1,4
1,0,0,1620,2,1,1,4,1,0,0,0,-4,1,4,1984,0,-3,1,4
0,0,0,1621,2,-4,-4,-4,1,1,0,0,-4,1,12,1981,0,-3,1,4
0,0,0,1622,1,1,0,1,0,0,0,0,-4,2,10,1984,0,65000,1,3
0,0,0,1623,1,3,0,1,0,0,0,0,-4,1,1,1983,0,129700,1,4
0,0,0,1624,1,1,0,4,0,0,0,0,-4,2,1,1984,0,246474,1,4
0,0,0,1625,3,-4,-4,-4,1,0,0,0,-4,1,2,1982,0,35560,1,2
0,0,0,1626,4,1,0,7,1,0,0,0,-4,1,12,1984,0,35560,1,2
1,0,0,1627,2,-4,-4,-4,1,0,0,0,-4,1,3,1982,0,9308,1,4
0,0,0,1628,1,1,0,1,1,1,0,0,-4,1,7,1983,0,9308,1,4
1,0,0,1629,1,-4,-4,-4,0,0,0,0,-4,2,6,1982,0,58700,1,4
0,0,0,1630,1,-4,-4,-4,0,1,0,0,-4,2,8,1981,0,37200,1,4
1,0,0,1631,1,-4,-4,-4,0,0,0,0,-4,1,12,1981,0,55000,1,4
0,0,0,1632,1,1,0,1,0,0,0,0,-4,1,3,1984,0,82000,1,4
0,0,0,1633,1,-4,-4,-4,0,0,0,0,-4,2,4,1980,0,119651,1,4
0,0,0,1634,1,2,-4,-4,0,0,0,0,-4,2,5,1984,0,119651,1,4
0,0,0,1635,1,-4,-4,-4,0,0,0,0,-4,1,5,1980,0,93000,1,4
1,0,0,1636,1,-4,-4,-4,0,0,0,0,-4,1,11,1981,0,-3,1,4
9,1,17,1637,1,3,2,2,0,1,1,1,1,1,1,1983,0,-3,1,4
0,0,0,1638,1,-4,-4,-4,0,0,0,0,-4,1,7,1980,0,117950,1,4
0,0,0,1639,1,1,7,4,1,1,0,0,-4,2,1,1984,0,70199,1,4
1,0,0,1640,1,-4,-4,-4,0,0,0,0,-4,1,7,1982,0,71000,1,4
0,0,0,1641,1,1,1,4,0,0,0,0,-4,2,8,1983,0,71000,1,4
0,0,0,1642,1,3,0,1,0,0,0,0,-4,2,11,1983,0,246474,1,4
2,0,0,1643,1,-4,-4,-4,1,1,0,1,1,1,11,1981,0,24400,1,4
0,0,0,1644,1,-4,-4,-4,0,1,0,0,-4,2,3,1981,0,-3,1,4
1,0,0,1645,1,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,114950,1,4
0,0,0,1646,2,-4,-4,-4,1,0,0,0,-4,1,4,1982,0,105500,1,4
0,0,0,1647,1,-4,-4,-4,0,0,0,0,-4,2,11,1982,0,76681,1,4
0,0,0,1648,1,-4,-4,-4,0,0,0,0,-4,1,9,1981,0,31358,1,4
0,0,0,1649,1,-4,-4,-4,0,0,0,0,-4,1,2,1981,0,67000,1,4
0,0,0,1650,2,-4,-4,-4,0,-2,0,0,-4,1,7,1982,-4,-4,1,4
0,0,0,1651,2,-4,-4,-4,0,0,0,0,-4,2,10,1982,0,59000,1,4
0,0,0,1652,1,-4,-4,-4,1,0,0,0,-4,1,3,1981,0,94993,1,4
0,0,0,1653,1,1,0,4,0,0,0,0,-4,1,7,1983,0,85595,1,4
0,0,0,1654,2,-4,-4,-4,0,0,0,0,-4,1,3,1980,0,84500,1,4
1,0,0,1655,1,-4,-4,-4,0,0,0,0,-4,1,4,1982,0,29500,1,4
0,0,0,1656,1,2,-4,-4,0,0,0,0,-4,1,5,1984,0,35880,1,4
0,0,0,1657,1,3,6,4,1,1,0,0,-4,2,5,1983,-4,7500,1,1
0,0,0,1658,1,-4,-4,-4,0,0,0,0,-4,2,11,1982,1,-3,1,4
0,0,0,1659,1,-4,-4,-4,1,0,0,0,-4,1,12,1982,0,83600,1,2
0,0,0,1660,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,246474,1,4
1,0,0,1661,2,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,114200,1,2
1,1,28,1662,2,-4,-4,-4,0,0,0,0,-4,1,12,1981,0,11900,1,4
0,0,0,1663,1,1,0,1,0,0,0,0,-4,2,1,1984,0,52000,1,2
14,4,12,1664,1,1,0,4,1,0,0,0,-4,1,8,1983,-4,-4,1,4
9,3,141,1665,2,-4,-4,-4,1,0,0,0,-4,1,7,1981,0,16000,1,4
2,0,0,1666,1,-4,-4,-4,1,0,0,0,-4,1,12,1981,0,25000,1,4
2,0,0,1667,2,1,0,1,1,0,0,0,-4,1,10,1984,-4,-4,1,4
5,1,8,1668,2,3,0,1,1,0,0,1,1,1,2,1984,0,20000,1,4
0,0,0,1669,2,-4,-4,-4,1,1,0,0,-4,2,9,1981,0,68970,1,4
0,0,0,1670,1,-4,-4,-4,0,0,0,0,-4,2,8,1980,0,246474,1,4
0,0,0,1671,1,-4,-4,-4,0,1,0,0,-4,2,3,1982,0,246474,1,4
0,0,0,1672,1,1,0,1,0,0,0,0,-4,2,12,1983,0,246474,1,4
0,0,0,1673,1,-4,-4,-4,0,0,0,0,-4,2,11,1982,0,93000,1,4
1,0,0,1674,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,-4,-4,1,4
2,0,0,1675,1,1,0,4,1,0,0,0,-4,1,1,1984,-4,-4,1,4
3,0,0,1676,1,-4,-4,-4,0,0,0,0,-4,1,5,1980,0,97000,1,4
0,0,0,1677,2,-4,-4,-4,1,0,0,0,-4,2,4,1982,0,97000,1,4
0,0,0,1678,1,3,0,1,0,0,0,0,-4,1,12,1983,-4,-4,1,4
0,0,0,1679,2,-4,-4,-4,1,0,0,0,-4,2,2,1982,0,-3,1,4
0,0,0,1680,1,-4,-4,-4,0,0,0,0,-4,2,4,1982,0,246474,1,4
1,0,0,1681,1,-4,-4,-4,0,0,0,0,-4,1,2,1981,0,23300,1,4
0,0,0,1682,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,0,150000,1,4
0,0,0,1683,1,-4,-4,-4,0,0,0,0,-4,1,1,1980,0,-3,1,2
3,0,0,1684,2,-4,-4,-4,1,0,0,0,-4,2,1,1981,0,-3,1,2
2,1,4,1685,1,-4,-4,-4,0,0,0,0,-4,1,3,1980,-4,-4,1,3
0,0,0,1686,1,-4,-4,-4,0,0,0,0,-4,2,2,1982,0,-3,1,4
2,1,1,1687,1,-4,-4,-4,0,0,0,0,-4,1,11,1980,0,139500,1,4
3,1,47,1688,1,1,0,6,0,0,0,0,-4,1,7,1983,0,139500,1,4
0,0,0,1689,3,1,0,4,1,1,0,0,-4,2,3,1984,0,28000,1,4
1,1,13,1690,1,3,0,1,0,0,0,0,-4,2,12,1983,0,73500,1,4
2,0,0,1691,1,1,0,1,1,0,0,0,-4,2,12,1983,0,73500,1,4
0,0,0,1692,1,-4,-4,-4,0,0,0,0,-4,1,9,1981,0,60000,1,4
5,2,2,1693,1,1,0,4,1,0,0,0,-4,1,10,1984,0,139000,1,4
0,0,0,1694,2,-4,-4,-4,1,1,0,0,-4,1,5,1982,0,122000,1,4
0,0,0,1695,1,1,0,4,0,0,0,0,-4,1,11,1984,0,122000,1,4
2,0,0,1696,1,1,1,7,1,1,0,0,-4,1,5,1983,0,58000,1,4
0,0,0,1697,1,1,0,1,0,0,0,0,-4,2,4,1984,0,74000,1,4
0,0,0,1698,1,-4,-4,-4,1,0,0,0,-4,2,11,1980,0,110600,1,4
1,0,0,1699,2,-4,-4,-4,1,1,0,0,-4,1,8,1982,0,110600,1,4
1,0,0,1700,1,-4,-4,-4,1,1,0,0,-4,1,8,1982,-4,-4,1,4
0,0,0,1701,1,1,0,1,0,0,0,0,-4,1,5,1984,-4,-4,1,4
0,0,0,1702,1,-4,-4,-4,1,0,0,0,-4,1,4,1982,0,-3,1,4
0,0,0,1703,1,-4,-4,-4,0,0,0,0,-4,2,7,1980,0,27500,1,4
0,0,0,1704,1,-4,-4,-4,1,0,0,0,-4,1,7,1982,0,27500,1,4
4,1,2,1705,5,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,4020,1,4
1,0,0,1706,1,1,0,4,1,0,0,0,-4,2,12,1984,0,4020,1,4
0,0,0,1707,2,-4,-4,-4,0,0,0,0,-4,1,10,1980,-4,-4,1,1
2,0,0,1708,2,-4,-4,-4,1,0,0,0,-4,1,8,1982,0,12000,1,4
0,0,0,1709,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,0,69100,1,4
0,0,0,1710,3,3,1,4,1,1,0,0,-4,1,3,1983,0,69100,1,4
1,0,0,1711,1,-4,-4,-4,0,0,0,0,-4,1,1,1980,-4,-4,1,4
0,0,0,1712,2,3,0,4,0,0,0,0,-4,2,1,1983,-4,-4,1,4
0,0,0,1713,1,1,1,4,0,0,0,0,-4,2,12,1984,0,54000,1,4
1,0,0,1714,-3,-4,-4,-4,-3,-3,-3,-3,-4,1,10,1983,0,15000,1,2
0,0,0,1715,3,-4,-4,-4,1,0,0,0,-4,1,2,1981,0,28200,1,4
0,0,0,1716,1,-4,-4,-4,1,0,0,0,-4,2,2,1982,0,28200,1,4
1,0,0,1717,3,3,0,1,1,0,0,0,-4,2,12,1984,0,28200,1,4
0,0,0,1718,1,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,-3,1,2
0,0,0,1719,1,3,0,2,0,0,0,0,-4,2,1,1983,0,-3,1,2
0,0,0,1720,1,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,30776,1,4
0,0,0,1721,2,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,-3,1,2
4,0,0,1722,1,-4,-4,-4,1,0,0,1,4,1,3,1981,0,24000,1,2
0,0,0,1723,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,-4,-3,1,2
4,2,21,1724,2,-4,-4,-4,0,0,0,1,2,1,3,1981,0,-3,1,2
1,0,0,1725,4,-4,-4,-4,0,1,0,0,-4,1,3,1980,0,1200,1,2
5,0,0,1726,3,-4,-4,-4,1,0,0,0,-4,1,1,1982,0,1200,1,2
1,0,0,1727,2,-4,-4,-4,1,0,0,0,-4,1,6,1982,0,11674,1,2
0,0,0,1728,3,2,-4,-4,1,0,0,0,-4,2,4,1983,0,-3,1,2
7,1,3,1729,2,2,-4,-4,0,1,0,0,-4,1,12,1984,0,-3,1,2
0,0,0,1730,1,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,29386,1,4
28,1,11,1731,5,-4,-4,-4,1,1,0,1,3,2,12,1980,1,13808,1,4
1,0,0,1732,1,1,1,4,0,0,0,0,-4,1,8,1984,-4,-4,1,4
1,0,0,1733,1,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,52000,1,4
0,0,0,1734,3,3,0,1,0,0,0,0,-4,1,7,1983,-4,-4,1,4
1,0,0,1735,1,-4,-4,-4,1,0,0,1,1,1,3,1980,0,39600,1,4
1,1,1,1736,1,1,0,4,1,1,0,0,-4,2,7,1983,0,39600,1,4
0,0,0,1737,2,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,37900,1,4
0,0,0,1738,2,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,37900,1,4
0,0,0,1739,1,-4,-4,-4,0,0,0,0,-4,2,10,1982,0,39500,1,4
0,0,0,1740,2,1,0,4,1,0,0,0,-4,1,10,1983,0,-3,1,4
3,0,0,1741,-2,1,10,1,1,0,0,0,-4,1,11,1984,0,-3,1,4
0,0,0,1742,1,-4,-4,-4,1,0,0,0,-4,2,10,1982,0,-3,1,4
0,0,0,1743,1,-4,-4,-4,0,0,0,0,-4,2,10,1982,0,-3,1,4
0,0,0,1744,2,3,1,4,1,0,0,0,-4,1,11,1983,0,50500,1,4
6,2,13,1745,1,1,0,1,1,0,0,0,-4,2,5,1984,-4,-4,1,4
0,0,0,1746,2,-4,-4,-4,1,1,0,0,-4,1,10,1982,0,70000,1,4
0,0,0,1747,2,-4,-4,-4,0,1,0,0,-4,2,9,1982,0,15880,1,4
1,0,0,1748,1,-4,-4,-4,1,1,1,1,1,1,11,1982,0,33000,1,2
0,0,0,1749,1,-4,-4,-4,-1,-1,-1,-1,-4,2,12,1982,-4,-4,1,4
0,0,0,1750,1,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,-3,1,4
0,0,0,1751,1,-4,-4,-4,0,0,0,0,-4,2,4,1981,0,34200,1,4
0,0,0,1752,1,1,0,4,0,0,0,0,-4,2,6,1983,0,150000,1,4
0,0,0,1753,1,-4,-4,-4,1,0,0,0,-4,1,1,1980,0,52800,1,4
2,1,2,1754,1,-4,-4,-4,-2,-2,-2,-2,-4,2,2,1981,0,54000,1,4
0,0,0,1755,1,-4,-4,-4,1,0,0,0,-4,1,6,1980,0,50501,1,4
0,0,0,1756,1,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,70000,1,4
0,0,0,1757,1,3,0,1,0,0,0,0,-4,1,3,1983,0,70000,1,4
0,0,0,1758,1,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,153100,1,4
1,0,0,1759,2,1,0,4,0,1,0,0,-4,1,9,1983,1,3600,1,4
0,0,0,1760,1,-4,-4,-4,0,0,0,0,-4,2,11,1980,0,-3,1,1
1,0,0,1761,3,-4,-4,-4,1,0,0,0,-4,2,10,1981,-4,-4,1,1
0,0,0,1762,2,-4,-4,-4,1,0,0,0,-4,1,10,1981,-4,-4,1,1
25,5,151,1763,2,1,0,6,0,0,0,0,-4,1,8,1983,-4,-4,1,1
0,0,0,1764,1,-4,-4,-4,1,0,0,0,-4,1,8,1980,0,-3,1,4
1,0,0,1765,3,1,0,3,1,1,0,0,-4,1,2,1983,1,19000,1,4
0,0,0,1766,1,-4,-4,-4,1,0,0,0,-4,1,5,1982,0,-3,1,4
6,0,0,1767,1,1,3,4,0,0,0,0,-4,1,10,1983,1,-3,1,4
0,0,0,1768,1,-4,-4,-4,1,0,0,0,-4,1,3,1980,0,44000,1,1
0,0,0,1769,3,-4,-4,-4,1,1,0,0,-4,2,8,1981,0,44000,1,1
1,0,0,1770,4,-4,-4,-4,1,0,0,0,-4,1,5,1981,0,15500,1,2
0,0,0,1771,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,0,66900,1,4
0,0,0,1772,1,-4,-4,-4,0,0,0,0,-4,2,7,1982,0,50000,1,4
0,0,0,1773,1,1,1,4,0,0,0,0,-4,2,12,1984,0,50000,1,4
0,0,0,1774,-2,1,3,4,1,0,0,0,-4,2,5,1984,0,72370,1,4
0,0,0,1775,1,-4,-4,-4,0,0,0,0,-4,1,6,1980,-4,-4,1,4
0,0,0,1776,1,-4,-4,-4,1,0,0,0,-4,2,2,1980,0,70100,1,4
1,0,0,1777,2,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,35500,1,4
1,0,0,1778,1,1,0,4,0,0,0,0,-4,1,3,1983,0,43500,1,4
0,0,0,1779,1,1,0,4,0,0,0,0,-4,1,12,1984,0,43500,1,4
1,0,0,1780,1,1,0,4,0,0,0,0,-4,2,2,1983,0,-3,1,4
0,0,0,1781,1,3,0,1,0,1,0,0,-4,2,7,1983,0,85000,1,2
0,0,0,1782,2,-4,-4,-4,1,0,0,0,-4,2,11,1980,-4,-4,1,4
0,0,0,1783,1,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,53000,1,4
0,0,0,1784,1,1,0,6,0,0,0,0,-4,2,1,1983,0,53000,1,4
2,0,0,1785,1,3,2,4,0,0,0,0,-4,2,7,1983,0,-3,1,4
0,0,0,1786,1,-4,-4,-4,0,0,0,0,-4,2,9,1980,0,37000,1,1
2,2,38,1787,5,1,1,1,0,0,0,1,1,1,8,1984,0,37000,1,1
0,0,0,1788,3,-4,-4,-4,1,1,0,0,-4,1,10,1982,0,25000,1,1
3,0,0,1789,2,1,3,6,1,1,0,0,-4,2,12,1983,0,25000,1,1
1,0,0,1790,2,-4,-4,-4,1,0,0,0,-4,1,5,1980,0,102000,1,1
0,0,0,1791,3,-4,-4,-4,1,0,0,0,-4,1,1,1982,0,102000,1,1
1,0,0,1792,5,-4,-4,-4,1,1,0,0,-4,2,9,1980,0,8000,1,1
0,0,0,1793,2,3,1,5,1,1,0,0,-4,2,3,1983,0,-3,1,1
0,0,0,1794,2,1,1,4,1,0,0,0,-4,1,3,1983,0,-3,1,1
2,0,0,1795,2,-4,-4,-4,1,1,1,0,-4,1,11,1981,0,-3,1,1
0,0,0,1796,1,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,-3,1,4
0,0,0,1797,1,1,0,1,0,0,0,0,-4,1,8,1983,0,-3,1,4
0,0,0,1798,3,3,1,4,1,0,0,0,-4,2,7,1983,0,48294,1,4
0,0,0,1799,1,1,2,4,0,0,0,0,-4,1,8,1984,0,48294,1,4
0,0,0,1800,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,50900,1,4
0,0,0,1801,1,-4,-4,-4,0,0,0,0,-4,2,8,1980,-4,26500,1,4
0,0,0,1802,1,1,0,4,0,0,0,0,-4,1,9,1983,0,58000,1,4
0,0,0,1803,1,-4,-4,-4,0,0,0,0,-4,1,11,1980,-4,-4,1,4
0,0,0,1804,1,1,0,1,0,0,0,0,-4,2,4,1983,0,-3,1,4
0,0,0,1805,1,1,30,4,0,1,0,0,-4,1,2,1984,0,60000,1,1
0,0,0,1806,1,1,0,4,0,0,0,0,-4,2,3,1984,0,60500,1,4
0,0,0,1807,1,-4,-4,-4,1,0,1,0,-4,1,7,1981,0,25140,1,4
1,0,0,1808,1,3,4,4,1,1,0,0,-4,1,3,1984,0,-3,1,4
0,0,0,1809,-2,-4,-4,-4,0,0,0,0,-4,1,11,1981,0,44500,1,4
0,0,0,1810,1,1,0,1,0,0,0,0,-4,1,7,1983,0,44500,1,4
0,0,0,1811,-2,3,0,1,0,0,0,0,-4,1,10,1984,0,44500,1,4
0,0,0,1812,1,1,0,4,0,0,0,0,-4,2,8,1983,0,75500,1,4
0,0,0,1813,1,-4,-4,-4,0,0,0,0,-4,1,6,1981,0,45530,1,4
0,0,0,1814,1,1,1,4,0,0,0,0,-4,2,4,1983,0,45530,1,4
0,0,0,1815,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,0,68000,1,4
1,0,0,1816,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,0,68000,1,2
0,0,0,1817,1,1,0,1,0,0,0,0,-4,1,4,1983,0,47015,1,4
0,0,0,1818,5,1,0,7,1,0,0,0,-4,2,3,1983,0,18500,1,1
2,0,0,1819,1,-4,-4,-4,0,0,0,1,1,1,7,1981,0,32000,1,4
0,0,0,1820,-2,-4,-4,-4,0,0,0,0,-4,1,4,1981,0,33000,1,4
0,0,0,1821,1,-4,-4,-4,0,0,0,0,-4,2,12,1980,0,54800,1,4
0,0,0,1822,2,-4,-4,-4,0,0,0,0,-4,2,12,1980,0,54800,1,4
4,0,0,1823,1,2,-4,-4,0,0,0,0,-4,1,1,1984,0,65328,1,4
0,0,0,1824,1,-4,-4,-4,1,0,0,0,-4,2,12,1982,0,74400,1,4
2,0,0,1825,1,3,0,1,0,0,0,0,-4,1,6,1984,0,97500,1,4
1,0,0,1826,1,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,49615,1,4
2,0,0,1827,1,-4,-4,-4,0,0,0,0,-4,1,1,1982,0,109000,1,4
0,0,0,1828,1,1,3,5,1,0,0,0,-4,1,7,1983,0,109000,1,4
1,0,0,1829,1,3,0,1,0,0,0,0,-4,2,3,1983,0,-3,1,4
2,0,0,1830,1,-4,-4,-4,0,0,0,0,-4,1,11,1980,0,79500,1,4
1,0,0,1831,1,3,5,4,0,0,0,0,-4,1,9,1983,0,246474,1,4
4,0,0,1832,1,1,0,1,0,0,0,0,-4,1,12,1984,0,41750,1,4
1,0,0,1833,1,1,0,1,0,0,0,0,-4,2,10,1983,0,-3,1,4
1,1,1,1834,1,1,10,4,0,0,0,0,-4,1,12,1983,0,101700,1,4
0,0,0,1835,3,-4,-4,-4,1,1,0,0,-4,2,10,1981,-4,-4,1,4
1,0,0,1836,1,-4,-4,-4,0,0,0,0,-4,1,7,1982,0,102100,1,4
0,0,0,1837,1,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,113750,1,4
3,0,0,1838,1,-4,-4,-4,0,1,0,0,-4,1,5,1981,0,246474,1,4
0,0,0,1839,1,-4,-4,-4,1,0,0,0,-4,2,8,1980,1,37750,1,1
0,0,0,1840,1,-4,-4,-4,1,1,0,0,-4,2,11,1982,1,37750,1,1
0,0,0,1841,1,1,0,1,0,1,0,0,-4,2,11,1984,1,37750,1,1
7,0,0,1842,1,3,0,4,1,0,0,0,-4,1,10,1984,0,8364,1,1
3,2,131,1843,3,-4,-4,-4,1,1,1,0,-4,1,5,1982,-4,-4,1,4
0,0,0,1844,4,1,0,1,0,1,0,0,-4,2,8,1983,-4,-4,1,4
5,0,0,1845,3,1,0,1,1,0,0,0,-4,1,5,1983,0,10924,1,1
5,0,0,1846,1,1,0,1,1,1,0,0,-4,2,11,1984,1,10924,1,1
0,0,0,1847,1,3,0,1,1,0,0,0,-4,1,5,1983,0,31500,1,1
0,0,0,1848,1,-4,-4,-4,1,1,0,0,-4,2,5,1980,0,29318,1,3
1,0,0,1849,1,-4,-4,-4,1,1,0,0,-4,1,2,1980,0,39900,1,1
0,0,0,1850,2,-4,-4,-4,1,1,0,0,-4,2,3,1981,0,34000,1,1
8,0,0,1851,1,-4,-4,-4,1,1,0,1,3,1,5,1982,-4,60005,1,1
0,0,0,1852,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,40000,1,4
0,0,0,1853,1,-4,-4,-4,0,0,0,0,-4,1,5,1981,0,62000,1,1
1,0,0,1854,2,-4,-4,-4,1,0,0,1,1,1,3,1980,0,-3,1,4
0,0,0,1855,2,-4,-4,-4,1,0,0,0,-4,2,8,1980,0,44000,1,4
0,0,0,1856,1,-4,-4,-4,1,0,0,0,-4,2,7,1981,0,96500,1,4
0,0,0,1857,1,1,0,1,0,0,0,0,-4,1,3,1984,0,96500,1,4
0,0,0,1858,1,-4,-4,-4,0,0,0,0,-4,2,9,1981,0,162500,1,4
0,0,0,1859,1,-4,-4,-4,1,0,0,0,-4,1,6,1981,0,78500,1,4
0,0,0,1860,1,-4,-4,-4,0,0,0,0,-4,2,2,1980,0,66750,1,4
0,0,0,1861,1,-4,-4,-4,0,0,0,0,-4,1,4,1981,0,66750,1,4
0,0,0,1862,1,1,0,6,1,1,0,0,-4,2,10,1984,0,97000,1,4
0,0,0,1863,1,-4,-4,-4,0,0,0,0,-4,2,12,1981,0,97534,1,4
0,0,0,1864,2,-4,-4,-4,1,1,0,0,-4,2,4,1981,0,246474,1,4
0,0,0,1865,2,-4,-4,-4,0,0,0,0,-4,2,2,1981,0,51503,1,4
0,0,0,1866,3,-4,-4,-4,1,1,0,0,-4,2,2,1982,0,44500,1,4
1,0,0,1867,1,-4,-4,-4,1,1,0,0,-4,1,9,1982,0,35800,1,3
0,0,0,1868,1,1,0,1,0,0,0,0,-4,1,11,1984,-4,-4,1,3
5,1,3,1869,1,1,0,4,0,1,0,0,-4,1,5,1983,0,41291,1,3
2,0,0,1870,1,1,0,4,1,0,0,0,-4,2,8,1984,-4,-4,1,3
0,0,0,1871,1,1,2,4,0,0,0,0,-4,1,9,1983,0,15000,1,3
4,0,0,1872,2,-4,-4,-4,1,1,0,1,2,1,12,1981,0,12800,1,2
0,0,0,1873,2,-4,-4,-4,1,0,0,0,-4,1,3,1980,0,64500,1,4
0,0,0,1874,1,-4,-4,-4,1,0,0,0,-4,2,6,1982,0,64500,1,4
0,0,0,1875,2,3,4,6,0,1,0,0,-4,2,1,1984,-4,-4,1,4
1,0,0,1876,1,-4,-4,-4,1,0,0,1,1,2,3,1981,0,-3,1,4
4,0,0,1877,3,-4,-4,-4,1,1,1,0,-4,2,10,1981,0,45000,1,4
0,0,0,1878,1,3,0,1,0,0,0,0,-4,1,8,1984,0,45000,1,4
0,0,0,1879,1,3,1,1,0,0,0,0,-4,1,11,1983,0,50810,1,4
0,0,0,1880,1,-4,-4,-4,0,0,0,0,-4,2,5,1982,0,35011,1,4
7,0,0,1881,3,-4,-4,-4,1,0,0,1,5,1,1,1980,0,66500,1,3
0,0,0,1882,1,-4,-4,-4,1,0,0,0,-4,1,1,1981,0,57200,1,4
0,0,0,1883,1,1,0,4,1,0,0,0,-4,2,6,1984,0,57200,1,4
0,0,0,1884,1,-4,-4,-4,1,0,0,0,-4,2,4,1980,0,-3,1,4
1,0,0,1885,1,1,0,1,0,0,0,0,-4,1,4,1983,0,-3,1,4
0,0,0,1886,1,3,3,4,0,0,0,0,-4,1,2,1984,0,44633,1,4
0,0,0,1887,1,1,0,1,1,0,0,0,-4,1,6,1984,0,246474,1,4
1,0,0,1888,1,3,0,4,0,0,0,0,-4,1,2,1984,0,47020,1,4
0,0,0,1889,1,-4,-4,-4,0,0,0,0,-4,2,8,1981,0,21200,1,4
3,0,0,1890,2,1,0,1,0,0,0,0,-4,1,2,1983,0,21200,1,4
0,0,0,1891,1,1,0,1,1,0,0,0,-4,1,11,1984,0,21200,1,4
0,0,0,1892,1,-4,-4,-4,0,0,0,0,-4,1,9,1981,0,82880,1,4
0,0,0,1893,1,-4,-4,-4,1,0,0,0,-4,2,6,1982,0,58000,1,4
0,0,0,1894,3,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,45600,1,4
0,0,0,1895,1,1,0,1,0,0,0,0,-4,1,3,1983,0,45600,1,4
2,0,0,1896,1,-4,-4,-4,0,1,1,1,1,1,1,1982,0,70200,1,4
0,0,0,1897,1,-4,-4,-4,0,0,0,0,-4,2,5,1982,0,83500,1,4
0,0,0,1898,1,1,1,4,0,0,0,0,-4,2,10,1984,0,83500,1,4
0,0,0,1899,1,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,44000,1,4
0,0,0,1900,1,1,0,4,0,0,0,0,-4,2,7,1983,0,44000,1,4
0,0,0,1901,1,-4,-4,-4,0,1,0,0,-4,2,10,1980,0,-3,1,4
1,0,0,1902,1,3,0,3,0,0,0,0,-4,1,1,1984,0,-3,1,4
0,0,0,1903,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,0,102500,1,4
0,0,0,1904,1,3,0,1,0,0,0,0,-4,1,2,1983,0,102500,1,2
