"E8033100","E8043100","E8043500","R0000100","R0070700","R0343700","R0344200","R0344900","R0360300","R0360400","R0360500","R0365900","R0366000","R0536300","R0536401","R0536402","R0648900","R1204500","R1235800","R1482600"
1,0,0,4096,1,1,6,1,0,0,0,0,-4,1,3,1983,0,25900,1,4
0,0,0,4097,1,-4,-4,-4,0,0,0,0,-4,1,3,1982,0,84800,1,4
0,0,0,4098,3,-4,-4,-4,1,1,0,0,-4,2,5,1981,0,-3,1,4
0,0,0,4099,2,-4,-4,-4,1,0,0,0,-4,2,1,1980,0,-3,1,4
0,0,0,4100,2,1,0,4,0,0,0,0,-4,1,4,1983,0,-3,1,4
0,0,0,4101,1,3,10,1,0,0,0,0,-4,1,3,1984,0,-3,1,4
1,0,0,4102,2,-4,-4,-4,1,0,0,0,-4,2,10,1981,0,0,1,4
0,0,0,4103,2,-4,-4,-4,1,0,0,0,-4,2,6,1981,0,-3,1,2
0,0,0,4104,1,3,3,4,1,0,0,0,-4,2,2,1983,0,-3,1,4
3,0,0,4105,2,-4,-4,-4,1,0,0,0,-4,2,5,1981,0,49912,1,4
0,0,0,4106,1,-4,-4,-4,0,0,0,0,-4,1,6,1982,0,132100,1,4
0,0,0,4107,2,1,0,1,0,0,0,0,-4,1,12,1983,0,132100,1,4
0,0,0,4108,1,-4,-4,-4,1,0,0,0,-4,1,9,1980,0,-3,1,4
0,0,0,4109,1,1,0,1,0,0,0,0,-4,1,5,1983,0,-3,1,4
0,0,0,4110,2,-4,-4,-4,0,0,0,0,-4,1,11,1980,0,-3,1,4
0,0,0,4111,1,-4,-4,-4,0,0,0,0,-4,2,6,1982,0,-3,1,4
0,0,0,4112,1,-4,-4,-4,1,0,0,0,-4,1,8,1980,0,115500,1,4
0,0,0,4113,1,3,0,4,0,0,0,0,-4,1,4,1983,0,115500,1,4
0,0,0,4114,1,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,41000,1,4
0,0,0,4115,1,-4,-4,-4,0,0,0,0,-4,2,8,1980,0,-3,1,2
0,0,0,4116,1,-4,-4,-4,0,0,0,0,-4,2,4,1982,0,-3,1,4
1,0,0,4117,3,-4,-4,-4,0,0,0,1,1,2,11,1980,-4,-4,1,4
0,0,0,4118,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,0,62850,1,4
15,3,131,4119,1,-4,-4,-4,0,0,0,0,-4,1,4,1981,0,44900,1,4
2,0,0,4120,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,-3,1,4
3,1,7,4121,2,-4,-4,-4,1,1,1,0,-4,1,2,1982,0,-3,1,4
1,0,0,4122,2,-4,-4,-4,0,0,0,0,-4,2,9,1980,0,21370,1,4
5,1,1,4123,1,-4,-4,-4,1,1,1,0,-4,1,6,1980,0,17381,1,2
0,0,0,4124,2,-4,-4,-4,1,1,0,0,-4,2,4,1982,0,17381,1,2
6,5,115,4125,2,-4,-4,-4,0,0,0,0,-4,1,7,1981,1,7238,1,2
2,0,0,4126,1,-4,-4,-4,0,0,0,0,-4,1,10,1982,1,7238,1,2
0,0,0,4127,1,1,3,4,-2,0,0,0,-4,2,3,1984,1,7238,1,2
0,0,0,4128,2,3,0,4,0,0,0,0,-4,1,7,1984,0,17600,1,4
2,0,0,4129,1,3,0,1,0,0,0,0,-4,1,1,1983,0,8400,1,4
0,0,0,4130,1,1,0,4,0,0,0,0,-4,2,5,1983,0,-3,1,4
3,0,0,4131,1,-4,-4,-4,0,0,0,0,-4,1,6,1980,0,76000,1,4
0,0,0,4132,1,-4,-4,-4,0,0,0,0,-4,2,5,1982,0,76000,1,4
0,0,0,4133,1,3,0,1,0,0,0,0,-4,1,5,1983,0,76000,1,4
0,0,0,4134,1,1,0,1,0,0,0,0,-4,1,7,1984,0,-3,1,4
0,0,0,4135,1,1,0,1,0,0,0,0,-4,2,7,1984,0,-3,1,4
0,0,0,4136,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,0,110500,1,4
0,0,0,4137,1,1,0,4,0,0,0,0,-4,2,6,1983,0,110500,1,4
0,0,0,4138,1,-4,-4,-4,1,0,0,0,-4,2,10,1981,0,76000,1,4
0,0,0,4139,1,1,0,1,0,0,0,0,-4,1,6,1983,0,76000,1,4
1,0,0,4140,1,1,0,4,0,0,0,0,-4,2,4,1983,0,85534,1,4
0,0,0,4141,1,-4,-4,-4,0,0,0,0,-4,2,10,1981,0,83000,1,4
0,0,0,4142,2,1,0,1,0,0,0,0,-4,1,3,1983,0,83000,1,4
0,0,0,4143,1,-4,-4,-4,0,0,0,0,-4,2,8,1982,0,-3,1,4
1,1,28,4144,-2,-4,-4,-4,1,1,0,0,-4,1,6,1981,0,75500,1,4
0,0,0,4145,1,1,0,4,0,0,0,0,-4,2,10,1984,0,75500,1,4
0,0,0,4146,1,-4,-4,-4,0,0,0,0,-4,2,8,1980,1,23475,1,2
0,0,0,4147,1,-4,-4,-4,0,1,0,0,-4,2,10,1981,1,23475,1,2
0,0,0,4148,1,-4,-4,-4,0,0,0,0,-4,2,1,1982,0,46928,1,4
0,0,0,4149,1,-4,-4,-4,0,0,0,0,-4,1,2,1980,0,20800,1,4
0,0,0,4150,1,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,20800,1,4
0,0,0,4151,1,1,0,4,0,0,0,0,-4,2,1,1984,0,20800,1,4
0,0,0,4152,1,-4,-4,-4,0,1,0,0,-4,1,11,1982,0,20500,1,4
0,0,0,4153,1,1,3,4,0,0,0,0,-4,1,12,1984,0,20500,1,4
0,0,0,4154,1,-4,-4,-4,0,0,0,0,-4,1,7,1981,-4,-4,1,4
1,0,0,4155,1,1,0,4,0,0,0,0,-4,1,5,1984,-4,-4,1,4
2,0,0,4156,1,1,0,4,0,0,0,0,-4,1,2,1983,0,49662,1,4
0,0,0,4157,2,-4,-4,-4,1,0,0,0,-4,2,12,1980,0,53075,1,4
0,0,0,4158,1,-4,-4,-4,0,0,0,0,-4,1,7,1982,0,49650,1,4
0,0,0,4159,1,-4,-4,-4,0,0,0,0,-4,2,2,1982,0,-3,1,4
0,0,0,4160,1,-4,-4,-4,0,0,0,0,-4,1,3,1980,0,-3,1,4
1,0,0,4161,2,1,0,1,0,0,0,0,-4,1,10,1984,0,-3,1,4
0,0,0,4162,1,3,0,4,1,1,0,0,-4,1,9,1984,0,246474,1,4
1,0,0,4163,1,-4,-4,-4,0,0,0,0,-4,2,4,1980,0,38000,1,4
0,0,0,4164,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,38000,1,4
4,1,5,4165,1,2,-4,-4,0,0,0,0,-4,1,8,1983,0,55800,1,4
3,1,89,4166,1,1,0,4,0,1,0,0,-4,1,7,1984,0,55800,1,4
0,0,0,4167,1,-4,-4,-4,0,0,0,0,-4,2,12,1982,0,-3,1,2
0,0,0,4168,1,-4,-4,-4,0,-2,0,0,-4,1,9,1982,0,25000,1,1
0,0,0,4169,1,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,-3,1,1
0,0,0,4170,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,0,-3,1,1
1,0,0,4171,2,-4,-4,-4,1,0,0,0,-4,1,2,1982,0,-3,1,1
26,4,75,4172,1,-4,-4,-4,0,0,0,1,9,1,8,1980,0,25300,1,2
11,3,78,4173,1,-4,-4,-4,0,0,0,1,2,1,9,1982,0,25300,1,2
1,0,0,4174,1,-4,-4,-4,0,0,0,0,-4,2,9,1981,0,11100,1,1
0,0,0,4175,2,3,5,4,1,1,0,0,-4,2,4,1983,0,11100,1,1
0,0,0,4176,3,-4,-4,-4,0,0,0,0,-4,1,7,1980,0,2500,1,1
2,0,0,4177,5,-4,-4,-4,1,0,0,0,-4,2,3,1982,0,2500,1,1
0,0,0,4178,2,3,0,4,0,0,0,0,-4,2,4,1983,0,2500,1,1
0,0,0,4179,1,-4,-4,-4,1,0,0,0,-4,1,3,1980,0,14000,1,1
16,5,67,4180,1,-4,-4,-4,1,1,0,0,-4,1,5,1980,1,-3,1,4
3,1,2,4181,1,2,-4,-4,0,0,0,1,1,1,5,1983,1,-3,1,4
1,1,1,4182,1,-4,-4,-4,1,0,0,0,-4,2,9,1981,1,3810,1,2
0,0,0,4183,1,-4,-4,-4,0,0,0,0,-4,2,10,1982,1,3810,1,2
1,0,0,4184,3,1,0,4,1,1,1,0,-4,1,12,1983,1,3810,1,2
0,0,0,4185,1,-4,-4,-4,0,0,0,0,-4,2,1,1980,0,-3,1,1
0,0,0,4186,1,1,0,1,1,0,0,0,-4,2,3,1984,0,54560,1,4
0,0,0,4187,1,-4,-4,-4,1,0,0,0,-4,1,2,1980,0,90000,1,4
0,0,0,4188,1,-4,-4,-4,1,0,0,0,-4,1,1,1982,0,90000,1,4
0,0,0,4189,1,-4,-4,-4,0,0,0,0,-4,1,12,1982,0,43000,1,4
0,0,0,4190,2,-4,-4,-4,0,0,0,0,-4,1,7,1980,0,-3,1,4
0,0,0,4191,2,-4,-4,-4,1,0,0,0,-4,2,2,1982,0,-3,1,4
3,0,0,4192,2,-4,-4,-4,0,1,0,0,-4,1,7,1980,1,974,1,2
1,0,0,4193,3,-4,-4,-4,1,1,0,0,-4,1,9,1982,1,974,1,2
0,0,0,4194,3,-4,-4,-4,1,1,1,0,-4,2,9,1981,0,-3,1,2
0,0,0,4195,2,-4,-4,-4,1,0,0,0,-4,2,2,1981,0,2500,1,2
3,0,0,4196,1,-4,-4,-4,1,0,0,1,1,1,10,1982,0,2500,1,2
0,0,0,4197,2,1,5,1,0,0,0,0,-4,2,12,1983,0,2500,1,2
0,0,0,4198,1,1,0,5,1,0,0,0,-4,1,6,1983,0,43660,1,4
0,0,0,4199,1,3,0,6,1,0,0,0,-4,1,12,1984,0,35020,1,4
1,0,0,4200,2,3,15,4,0,1,0,0,-4,2,6,1983,0,34400,1,4
2,0,0,4201,5,-4,-4,-4,1,0,0,0,-4,2,6,1982,0,53000,1,4
5,0,0,4202,1,2,-4,-4,1,0,0,1,1,1,6,1983,0,53000,1,4
0,0,0,4203,1,-4,-4,-4,1,0,0,0,-4,2,12,1980,0,51800,1,4
2,0,0,4204,2,1,0,1,1,0,0,0,-4,1,11,1984,0,61000,1,4
3,0,0,4205,1,1,0,1,0,0,0,0,-4,1,7,1984,0,48400,1,4
0,0,0,4206,1,-4,-4,-4,0,0,0,0,-4,2,12,1980,0,17500,1,4
0,0,0,4207,2,-4,-4,-4,1,0,0,0,-4,2,9,1982,0,53100,1,4
1,0,0,4208,1,3,0,1,0,0,0,0,-4,1,6,1984,0,53100,1,4
0,0,0,4209,3,-4,-4,-4,1,1,0,0,-4,1,9,1980,0,-3,1,1
1,0,0,4210,2,-4,-4,-4,1,0,0,1,1,2,9,1980,0,-3,1,1
1,1,9,4211,4,-4,-4,-4,1,1,1,0,-4,1,3,1980,-4,13500,1,2
1,0,0,4212,1,-4,-4,-4,1,0,0,0,-4,2,5,1981,0,-3,1,2
0,0,0,4213,1,-4,-4,-4,1,0,0,0,-4,2,1,1982,0,46000,1,1
1,0,0,4214,1,1,0,1,0,0,0,0,-4,1,6,1983,0,57001,1,4
9,0,0,4215,2,-4,-4,-4,1,0,0,1,2,2,2,1982,0,32700,1,4
0,0,0,4216,3,-4,-4,-4,0,0,0,0,-4,2,10,1981,0,40400,1,4
0,0,0,4217,2,1,10,4,1,0,0,0,-4,1,7,1984,0,40400,1,4
5,2,11,4218,3,-4,-4,-4,0,0,0,1,1,2,12,1980,0,-3,1,4
0,0,0,4219,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,130000,1,4
4,0,0,4220,4,-4,-4,-4,1,1,1,1,2,2,12,1981,-4,-4,1,1
8,1,64,4221,1,3,2,1,0,0,0,0,-4,1,3,1983,0,6000,1,1
0,0,0,4222,1,-4,-4,-4,0,0,0,0,-4,1,1,1982,1,-3,1,1
0,0,0,4223,1,1,0,4,0,0,0,0,-4,2,9,1983,1,-3,1,1
0,0,0,4224,2,-4,-4,-4,0,0,0,0,-4,2,2,1980,0,18000,1,1
0,0,0,4225,2,-4,-4,-4,0,0,0,0,-4,1,1,1980,-4,-4,1,1
7,0,0,4226,2,-4,-4,-4,1,0,0,1,2,1,9,1981,-4,-4,1,1
2,0,0,4227,-2,1,6,7,0,0,0,1,2,2,11,1984,-4,-4,1,1
10,3,55,4228,1,-4,-4,-4,0,0,0,0,-4,1,12,1980,0,93000,1,1
0,0,0,4229,1,1,0,4,1,0,0,0,-4,2,10,1984,0,120500,1,4
1,0,0,4230,1,-4,-4,-4,1,0,0,1,1,1,2,1980,-4,-3,1,1
0,0,0,4231,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,1,45000,1,1
0,0,0,4232,2,1,5,4,0,0,0,0,-4,1,7,1983,1,45000,1,1
0,0,0,4233,2,-4,-4,-4,1,0,0,0,-4,1,5,1982,-4,-4,1,4
1,0,0,4234,2,1,1,4,1,0,0,0,-4,2,3,1984,-4,-4,1,4
2,0,0,4235,4,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,155000,1,1
0,0,0,4236,3,-4,-4,-4,1,0,0,0,-4,2,8,1982,0,25000,1,1
1,0,0,4237,2,1,0,4,1,0,0,0,-4,1,8,1983,0,25000,1,1
0,0,0,4238,2,1,2,4,1,0,0,0,-4,2,2,1983,0,5250,1,1
0,0,0,4239,1,1,0,1,1,0,0,0,-4,1,9,1984,0,23000,1,2
0,0,0,4240,1,1,0,4,0,0,0,0,-4,1,7,1983,0,9998,1,2
0,0,0,4241,1,3,0,4,0,0,0,0,-4,2,12,1984,0,21080,1,1
2,0,0,4242,1,1,0,4,0,0,0,0,-4,2,12,1984,0,21080,1,1
7,2,129,4243,2,-4,-4,-4,1,1,0,1,4,1,12,1980,0,26400,1,4
0,0,0,4244,4,3,0,6,1,1,0,0,-4,1,7,1983,0,26400,1,4
0,0,0,4245,3,-4,-4,-4,0,1,0,0,-4,1,4,1980,0,44900,1,1
0,0,0,4246,3,1,0,6,1,1,0,0,-4,2,7,1983,0,44900,1,1
1,0,0,4247,3,-4,-4,-4,1,1,1,0,-4,1,12,1981,0,11052,1,1
0,0,0,4248,1,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,42000,1,4
0,0,0,4249,2,-4,-4,-4,1,1,0,0,-4,2,7,1980,0,2400,1,4
1,0,0,4250,1,-4,-4,-4,0,0,0,1,1,2,6,1981,0,78000,1,4
16,0,0,4251,1,1,0,4,0,0,0,0,-4,1,9,1984,0,78000,1,4
0,0,0,4252,1,3,0,4,0,0,0,0,-4,1,12,1984,1,6876,1,4
0,0,0,4253,1,-4,-4,-4,0,0,0,0,-4,2,8,1981,0,0,1,4
0,0,0,4254,2,-4,-4,-4,1,1,0,0,-4,2,2,1982,0,-3,1,4
3,1,59,4255,1,-4,-4,-4,1,1,1,0,-4,2,6,1981,-4,-4,1,4
1,0,0,4256,1,1,0,7,0,0,0,0,-4,1,6,1984,0,-3,1,4
0,0,0,4257,1,-4,-4,-4,1,0,0,0,-4,2,2,1980,0,51084,1,4
1,1,4,4258,3,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,51084,1,4
1,0,0,4259,2,-4,-4,-4,1,0,0,1,1,1,9,1981,0,24990,1,4
3,1,2,4260,2,-4,-4,-4,1,1,0,0,-4,2,10,1980,0,34600,1,4
2,0,0,4261,1,1,0,4,1,0,0,0,-4,1,5,1984,-4,-4,1,2
5,1,24,4262,1,-4,-4,-4,0,1,1,1,4,2,8,1981,0,14970,1,2
0,0,0,4263,1,-4,-4,-4,0,1,0,0,-4,1,12,1980,0,53000,1,2
0,0,0,4264,1,1,0,6,1,1,0,0,-4,2,7,1984,0,53000,1,2
0,0,0,4265,1,-4,-4,-4,0,0,0,0,-4,1,4,1981,0,25000,1,4
0,0,0,4266,1,3,0,1,1,0,0,0,-4,1,9,1983,0,54112,1,2
0,0,0,4267,1,-4,-4,-4,0,0,0,0,-4,1,2,1980,0,59100,1,4
3,0,0,4268,1,1,0,1,0,0,0,0,-4,1,11,1984,-4,-4,1,4
1,0,0,4269,1,3,2,4,0,0,0,0,-4,1,4,1983,0,45000,1,4
0,0,0,4270,2,-4,-4,-4,1,0,0,0,-4,1,8,1980,0,-3,1,2
4,1,1,4271,4,-4,-4,-4,1,0,0,1,1,2,10,1981,0,-3,1,2
0,0,0,4272,1,-4,-4,-4,1,0,0,0,-4,2,5,1980,0,26050,1,4
0,0,0,4273,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,26050,1,4
0,0,0,4274,1,1,0,1,0,0,0,0,-4,1,3,1983,0,26050,1,4
0,0,0,4275,3,1,0,4,1,0,0,0,-4,1,6,1984,0,64000,1,4
0,0,0,4276,4,-4,-4,-4,1,1,0,0,-4,2,4,1980,0,54000,1,4
0,0,0,4277,1,-4,-4,-4,1,0,0,0,-4,1,11,1981,0,110000,1,4
0,0,0,4278,1,1,0,6,1,0,0,0,-4,1,10,1983,0,110000,1,4
0,0,0,4279,1,-4,-4,-4,0,0,0,0,-4,1,11,1980,0,-3,1,3
0,0,0,4280,1,-4,-4,-4,0,0,0,0,-4,1,9,1982,0,-3,1,3
0,0,0,4281,1,1,2,4,0,0,0,0,-4,2,4,1983,0,46000,1,4
0,0,0,4282,1,3,0,4,0,0,0,0,-4,2,12,1984,0,90750,1,4
1,0,0,4283,2,-4,-4,-4,1,1,0,1,1,2,8,1982,0,63500,1,2
1,1,33,4284,4,-4,-4,-4,1,1,0,0,-4,1,2,1981,0,75000,1,2
1,0,0,4285,4,-4,-4,-4,1,1,0,0,-4,1,2,1981,0,75000,1,2
3,0,0,4286,2,-4,-4,-4,1,0,0,0,-4,1,8,1981,0,92000,1,4
0,0,0,4287,1,3,2,5,0,0,0,0,-4,2,4,1984,0,92000,1,4
0,0,0,4288,1,-4,-4,-4,0,0,0,0,-4,1,1,1982,0,83500,1,4
0,0,0,4289,1,-4,-4,-4,0,0,0,0,-4,1,12,1982,-4,-4,1,2
2,0,0,4290,3,-4,-4,-4,1,1,0,0,-4,2,6,1980,0,145900,1,4
3,1,12,4291,2,-4,-4,-4,1,1,0,1,2,1,10,1980,0,145900,1,4
0,0,0,4292,1,1,0,4,0,1,0,0,-4,1,9,1983,-4,-4,1,2
0,0,0,4293,1,-4,-4,-4,1,0,0,0,-4,2,11,1980,0,73000,1,4
0,0,0,4294,1,-4,-4,-4,0,0,0,0,-4,1,11,1982,0,73000,1,4
0,0,0,4295,1,3,0,4,0,0,0,0,-4,1,7,1984,0,55200,1,4
0,0,0,4296,2,3,0,5,1,1,0,0,-4,1,2,1983,0,58000,1,4
0,0,0,4297,1,-4,-4,-4,1,0,0,0,-4,2,1,1980,0,3000,1,4
0,0,0,4298,3,-4,-4,-4,1,1,0,0,-4,2,11,1982,0,3000,1,4
2,1,2,4299,3,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,48500,1,4
11,0,0,4300,3,3,4,4,1,1,1,1,2,1,1,1983,0,48500,1,4
0,0,0,4301,2,-4,-4,-4,1,1,0,0,-4,2,5,1981,0,-3,1,2
0,0,0,4302,1,-4,-4,-4,1,1,0,0,-4,1,10,1981,-4,-4,1,2
1,0,0,4303,2,-4,-4,-4,1,0,0,0,-4,2,4,1980,-4,0,1,2
0,0,0,4304,2,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,32500,1,4
7,0,0,4305,2,3,4,4,1,0,0,0,-4,1,1,1984,0,32500,1,4
0,0,0,4306,1,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,50000,1,4
3,0,0,4307,2,3,3,4,1,0,0,0,-4,1,8,1984,0,-3,1,2
0,0,0,4308,2,1,3,1,1,0,0,0,-4,2,7,1983,0,10000,1,2
0,0,0,4309,2,-4,-4,-4,1,0,0,0,-4,2,9,1982,0,8076,1,2
5,4,94,4310,2,1,0,4,0,0,0,0,-4,1,12,1984,0,8076,1,2
2,1,2,4311,2,-4,-4,-4,1,0,0,0,-4,1,8,1981,0,17000,1,2
0,0,0,4312,2,1,0,6,1,1,0,0,-4,1,1,1983,0,17000,1,2
1,0,0,4313,3,1,1,3,0,1,0,0,-4,1,8,1984,0,17000,1,2
0,0,0,4314,3,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,3370,1,2
0,0,0,4315,5,1,0,4,1,0,0,0,-4,2,6,1983,0,1764,1,2
0,0,0,4316,2,-4,-4,-4,1,0,0,0,-4,2,3,1981,1,0,1,2
2,0,0,4317,2,-4,-4,-4,1,0,0,0,-4,1,7,1982,0,0,1,2
1,0,0,4318,4,-4,-4,-4,1,1,1,1,1,2,7,1981,-4,-4,1,2
0,0,0,4319,1,-4,-4,-4,1,1,0,0,-4,2,11,1982,-4,-4,1,2
10,-3,-3,4320,1,1,0,1,0,0,0,0,-4,1,11,1984,0,2236,1,1
7,1,2,4321,3,-4,-4,-4,1,0,1,1,3,1,5,1982,0,1956,1,2
26,4,15,4322,1,1,13,4,1,0,0,0,-4,1,11,1984,0,3038,1,2
32,2,15,4323,3,-4,-4,-4,1,0,0,1,13,1,7,1980,1,50,1,2
1,0,0,4324,2,1,0,4,1,0,0,0,-4,2,10,1984,0,2308,1,2
0,0,0,4325,3,3,2,4,1,0,0,0,-4,2,5,1983,0,12000,1,2
0,0,0,4326,1,-4,-4,-4,0,0,0,0,-4,1,2,1980,0,24329,1,2
0,0,0,4327,-2,-4,-4,-4,1,0,0,0,-4,2,4,1980,0,6000,1,4
0,0,0,4328,2,-4,-4,-4,1,0,0,0,-4,1,9,1982,0,6000,1,4
9,2,14,4329,4,-4,-4,-4,1,1,1,1,2,1,3,1980,1,13068,1,2
0,0,0,4330,2,-4,-4,-4,1,1,0,0,-4,2,5,1981,1,13068,1,2
2,0,0,4331,1,-4,-4,-4,0,1,0,0,-4,1,9,1982,1,13068,1,2
6,0,0,4332,1,1,5,4,1,0,1,0,-4,1,10,1983,1,13068,1,2
1,0,0,4333,3,-4,-4,-4,1,1,0,0,-4,2,2,1980,0,10044,1,2
0,0,0,4334,1,1,0,1,1,0,0,0,-4,1,9,1984,0,2100,1,2
1,0,0,4335,1,-4,-4,-4,1,0,0,0,-4,2,1,1981,0,21040,1,2
0,0,0,4336,2,-4,-4,-4,1,1,0,0,-4,2,10,1982,0,107500,1,4
2,1,49,4337,2,1,0,4,0,0,0,0,-4,1,4,1984,0,107500,1,4
0,0,0,4338,1,3,1,1,0,0,0,0,-4,2,12,1983,0,48200,1,4
1,0,0,4339,1,1,0,4,1,0,0,0,-4,1,8,1983,0,32000,1,4
0,0,0,4340,1,-4,-4,-4,0,1,0,0,-4,2,3,1982,0,-3,1,4
4,0,0,4341,1,1,1,6,0,0,0,0,-4,1,7,1984,0,-3,1,4
1,0,0,4342,2,-4,-4,-4,1,0,0,0,-4,1,8,1982,1,-3,1,2
0,0,0,4343,1,1,0,1,0,0,0,0,-4,2,6,1984,0,-3,1,2
0,0,0,4344,1,-4,-4,-4,1,0,0,0,-4,1,5,1982,0,-3,1,4
0,0,0,4345,-2,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,26000,1,4
1,0,0,4346,1,-4,-4,-4,0,0,0,0,-4,2,11,1982,0,26000,1,4
2,0,0,4347,1,1,0,1,1,0,0,0,-4,1,8,1984,0,26000,1,4
2,0,0,4348,-2,-4,-4,-4,0,0,0,1,2,2,10,1981,0,43200,1,4
0,0,0,4349,3,3,0,4,0,1,0,0,-4,1,2,1983,0,36000,1,4
5,2,41,4350,1,-4,-4,-4,0,0,0,0,-4,2,6,1982,0,7140,1,2
21,2,6,4351,4,3,2,1,1,0,0,1,2,2,11,1983,0,10276,1,2
17,4,110,4352,4,-4,-4,-4,1,1,1,1,3,1,11,1980,0,6000,1,2
0,0,0,4353,1,-4,-4,-4,1,0,0,0,-4,2,1,1980,-4,246474,1,2
1,0,0,4354,1,-4,-4,-4,1,0,0,0,-4,1,1,1980,0,-3,1,2
0,0,0,4355,3,-4,-4,-4,0,0,0,0,-4,2,4,1982,1,20550,1,4
0,0,0,4356,1,1,3,1,1,0,0,0,-4,1,5,1984,0,20550,1,4
0,0,0,4357,3,-4,-4,-4,1,1,0,0,-4,2,1,1981,0,20700,1,3
0,0,0,4358,2,1,26,5,1,1,0,0,-4,2,6,1983,0,-3,1,3
1,0,0,4359,2,-4,-4,-4,0,0,0,0,-4,1,9,1982,0,22600,1,4
2,0,0,4360,2,-4,-4,-4,1,1,0,0,-4,1,8,1981,0,-3,1,2
1,0,0,4361,3,-4,-4,-4,1,1,0,0,-4,2,2,1980,0,20209,1,2
0,0,0,4362,2,3,3,4,1,1,0,0,-4,1,12,1984,0,24974,1,4
0,0,0,4363,2,-4,-4,-4,1,0,0,0,-4,1,8,1982,0,25000,1,4
0,0,0,4364,3,1,0,1,1,0,0,0,-4,1,4,1984,0,25000,1,4
0,0,0,4365,1,1,0,4,1,0,0,0,-4,2,3,1984,0,40500,1,4
0,0,0,4366,4,-4,-4,-4,1,1,0,0,-4,2,11,1981,0,40000,1,2
0,0,0,4367,1,1,0,4,1,0,0,0,-4,2,8,1984,0,-3,1,4
0,0,0,4368,2,-4,-4,-4,1,1,0,0,-4,2,2,1982,0,94325,1,2
0,0,0,4369,1,1,0,4,1,0,0,0,-4,2,1,1983,0,45800,1,4
0,0,0,4370,3,-4,-4,-4,1,1,0,0,-4,2,8,1981,0,19425,1,4
1,0,0,4371,5,-4,-4,-4,1,1,0,0,-4,2,4,1982,0,44300,1,2
0,0,0,4372,1,3,0,1,0,0,0,0,-4,2,6,1983,0,34613,1,2
0,0,0,4373,4,3,3,1,1,0,0,0,-4,2,4,1984,0,7392,1,2
2,0,0,4374,2,1,1,1,-2,0,0,0,-4,1,10,1983,-4,-4,1,2
4,0,0,4375,1,3,0,-2,1,0,0,0,-4,2,10,1983,0,-3,1,2
1,0,0,4376,1,1,2,4,0,0,0,0,-4,2,9,1984,0,24229,1,2
0,0,0,4377,2,-4,-4,-4,1,0,0,0,-4,2,6,1982,0,76500,1,4
0,0,0,4378,2,-4,-4,-4,1,1,0,0,-4,1,6,1981,0,45275,1,2
0,0,0,4379,-2,1,0,1,0,0,0,0,-4,1,3,1983,0,37500,1,2
0,0,0,4380,1,-4,-4,-4,0,0,0,0,-4,2,7,1981,0,-3,1,2
0,0,0,4381,1,-4,-4,-4,1,0,0,0,-4,1,1,1982,0,82500,1,4
0,0,0,4382,1,-4,-4,-4,1,0,0,0,-4,2,7,1980,0,35000,1,4
0,0,0,4383,1,1,0,4,1,0,0,0,-4,1,1,1984,0,-3,1,4
0,0,0,4384,3,-4,-4,-4,0,1,0,0,-4,2,6,1981,0,15200,1,2
1,0,0,4385,4,1,0,1,1,1,0,1,1,1,11,1984,0,15200,1,2
2,1,3,4386,2,-4,-4,-4,0,0,0,1,1,1,8,1981,0,51200,1,2
0,0,0,4387,3,-4,-4,-4,1,0,0,0,-4,1,4,1984,0,17550,1,4
1,0,0,4388,2,-4,-4,-4,1,1,0,0,-4,2,3,1982,0,-3,1,2
2,0,0,4389,2,-4,-4,-4,0,0,1,0,-4,1,2,1980,0,12994,1,2
0,0,0,4390,4,1,0,4,1,0,0,0,-4,1,8,1983,0,12994,1,2
0,0,0,4391,1,3,0,4,1,1,0,0,-4,2,6,1983,0,14052,1,2
0,0,0,4392,2,-4,-4,-4,1,0,0,0,-4,2,9,1982,0,-3,1,2
0,0,0,4393,5,-4,-4,-4,1,0,0,0,-4,2,9,1980,0,20954,1,2
0,0,0,4394,5,-4,-4,-4,1,0,0,0,-4,2,9,1980,0,20954,1,2
0,0,0,4395,2,1,0,4,1,1,0,0,-4,2,3,1984,0,35050,1,2
4,2,2,4396,2,1,0,4,1,1,0,0,-4,1,10,1984,1,6144,1,2
8,3,17,4397,1,1,0,1,0,0,0,0,-4,1,5,1984,0,10792,1,2
5,0,0,4398,1,3,3,2,0,0,0,1,1,2,4,1983,0,9000,1,2
